ID_BIOGRID;ID_KEGG;INDICE;PATHWAY;LOCALISATION
853723;YKL135C;1565;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'GOLGI']
853724;YKL134C;1566;None;None
853725;YKL133C;1567;None;None
1759;None;1568;None;None
853727;YKL132C;1569;Folate biosynthesis;None
853728;YKL130C;1570;None;['CYTOPLASM']
853729;YKL129C;1571;Motor proteins;['CYTOPLASM', 'PUNCTATE COMPOSITE', 'ACTIN']
853730;YKL128C;1572;None;['CYTOPLASM']
853732;YKL127W;1573;Glycolysis / Gluconeogenesis;['CYTOPLASM']
853733;YKL126W;1574;None;['CYTOPLASM']
853734;YKL125W;1575;None;['CYTOPLASM']
853735;YKL124W;1576;None;None
853737;YKL122C;1577;None;['ER']
853738;YKL121W;1578;None;None
853739;YKL120W;1579;None;None
853741;YKL119C;1580;None;['ER']
853743;YKL117W;1581;None;['CYTOPLASM']
853744;YKL116C;1582;None;['CYTOPLASM']
853746;YKL114C;1583;Base excision repair;['NUCLEUS']
853747;YKL113C;1584;DNA replication;['NUCLEUS', 'MITOCHONDRIA', 'CYTOPLASM']
853748;YKL112W;1585;None;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
853750;YKL110C;1586;None;['CYTOPLASM']
853751;YKL109W;1587;None;None
853752;YKL108W;1588;None;None
853753;YKL107W;1589;None;None
1786;None;1590;None;None
853755;YKL106W;1591;Arginine biosynthesis;['MITOCHONDRIA']
853756;YKL105C;1592;None;None
853757;YKL104C;1593;Alanine, aspartate and glutamate metabolism;None
853758;YKL103C;1594;None;None
853754;YKL106C-A;1595;None;None
853760;YKL101W;1596;MAPK signaling pathway - yeast;['BUD NECK']
853761;YKL100C;1597;None;None
853762;YKL099C;1598;None;None
853763;YKL098W;1599;None;None
853765;YKL096W-A;1600;None;['ER']
853766;YKL096W;1601;None;['ER']
853767;YKL095W;1602;None;['NUCLEUS']
853768;YKL094W;1603;Glycerolipid metabolism;None
853769;YKL093W;1604;None;None
853770;YKL092C;1605;None;['BUD NECK', 'CYTOPLASM']
853771;YKL091C;1606;None;None
853772;YKL090W;1607;None;None
853773;YKL089W;1608;None;['SPINDLE POLE']
853774;YKL088W;1609;Pantothenate and CoA biosynthesis;['CYTOPLASM']
853775;YKL087C;1610;Porphyrin metabolism;None
853776;YKL086W;1611;None;['CYTOPLASM']
853777;YKL085W;1612;Citrate cycle (TCA cycle);['MITOCHONDRIA']
67337;RP23-228E2.2;1613;None;None
853778;YKL084W;1614;None;['LIPID PARTICLE', 'ER']
853780;YKL082C;1615;None;None
853781;YKL081W;1616;None;['CYTOPLASM']
853782;YKL080W;1617;Oxidative phosphorylation;['VACUOLAR MEMBRANE']
853783;YKL079W;1618;Endocytosis;['BUD TIP', 'PUNCTATE COMPOSITE', 'CYTOPLASM']
853784;YKL078W;1619;None;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
853785;YKL077W;1620;None;['VACUOLAR MEMBRANE', 'PUNCTATE COMPOSITE', 'CYTOPLASM']
853787;YKL075C;1621;None;['CYTOPLASM']
853788;YKL074C;1622;Spliceosome;['NUCLEUS']
853789;YKL073W;1623;Protein processing in endoplasmic reticulum;['NUCLEUS', 'CYTOPLASM']
853790;YKL072W;1624;None;None
853792;YKL071W;1625;None;['CYTOPLASM']
853793;YKL070W;1626;None;None
853794;YKL069W;1627;Cysteine and methionine metabolism;None
853796;YKL068W;1628;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
853798;YKL067W;1629;Purine metabolism;['CYTOPLASM']
853800;YKL065C;1630;None;['ER']
853801;YKL064W;1631;None;None
853802;YKL063C;1632;None;['CYTOPLASM']
853803;YKL062W;1633;MAPK signaling pathway - yeast;None
853804;YKL061W;1634;None;['PUNCTATE COMPOSITE', 'ENDOSOME']
853805;YKL060C;1635;Glycolysis / Gluconeogenesis;['CYTOPLASM']
853806;YKL059C;1636;mRNA surveillance pathway;['NUCLEUS']
853807;YKL058W;1637;Basal transcription factors;['CYTOPLASM']
853808;YKL057C;1638;Nucleocytoplasmic transport;None
853809;YKL056C;1639;None;['CYTOPLASM']
853810;YKL055C;1640;Fatty acid biosynthesis;['MITOCHONDRIA']
853811;YKL054C;1641;None;['CYTOPLASM']
853812;YKL053C-A;1642;None;['CYTOPLASM', 'NUCLEUS']
853814;YKL052C;1643;None;['SPINDLE POLE']
853815;YKL051W;1644;None;['CELL PERIPHERY']
853816;YKL050C;1645;None;None
853817;YKL049C;1646;None;['NUCLEUS', 'SPINDLE POLE']
853818;YKL048C;1647;Autophagy - yeast;['CYTOPLASM']
853819;YKL047W;1648;None;['CYTOPLASM', 'PUNCTATE COMPOSITE']
853820;YKL046C;1649;None;['ER']
853821;YKL045W;1650;DNA replication;None
853823;YKL043W;1651;None;['NUCLEUS']
853824;YKL042W;1652;None;['SPINDLE POLE']
853825;YKL041W;1653;Endocytosis;['PUNCTATE COMPOSITE', 'ENDOSOME']
853826;YKL040C;1654;None;['MITOCHONDRIA']
853827;YKL039W;1655;None;None
853828;YKL038W;1656;None;['NUCLEUS']
853829;YKL037W;1657;None;None
853830;YKL035W;1658;Pentose and glucuronate interconversions;['CYTOPLASM']
1861;None;1659;None;None
853832;YKL034W;1660;None;None
853833;YKL033W-A;1661;None;None
853834;YKL033W;1662;None;['CYTOPLASM']
853836;YKL032C;1663;None;['NUCLEUS', 'CYTOPLASM']
1869;None;1664;None;None
853839;YKL029C;1665;Pyruvate metabolism;['MITOCHONDRIA']
853840;YKL028W;1666;Basal transcription factors;['NUCLEUS']
853841;YKL027W;1667;None;['MITOCHONDRIA']
853842;YKL026C;1668;None;['CYTOPLASM']
853843;YKL025C;1669;RNA degradation;['CYTOPLASM']
853844;YKL024C;1670;Pyrimidine metabolism;['CYTOPLASM']
853845;YKL023W;1671;None;['CYTOPLASM']
853846;YKL022C;1672;Cell cycle - yeast;['NUCLEUS']
853847;YKL021C;1673;None;['NUCLEOLUS']
853848;YKL020C;1674;None;['CYTOPLASM']
853849;YKL019W;1675;Terpenoid backbone biosynthesis;None
853850;YKL018C-A;1676;None;['CYTOPLASM']
853851;YKL018W;1677;mRNA surveillance pathway;None
853852;YKL017C;1678;None;['CYTOPLASM']
853853;YKL016C;1679;Oxidative phosphorylation;['MITOCHONDRIA']
853854;YKL015W;1680;None;['NUCLEOLUS']
853855;YKL014C;1681;None;['NUCLEOLUS']
853856;YKL013C;1682;Autophagy - yeast;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
853857;YKL012W;1683;Spliceosome;['NUCLEUS']
853858;YKL011C;1684;None;['MITOCHONDRIA']
853859;YKL010C;1685;Ubiquitin mediated proteolysis;['CYTOPLASM']
853860;YKL009W;1686;None;None
853861;YKL008C;1687;Sphingolipid metabolism;['NUCLEAR PERIPHERY']
853862;YKL007W;1688;Endocytosis;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
853863;YKL006C-A;1689;SNARE interactions in vesicular transport;None
853864;YKL006W;1690;Ribosome;['CYTOPLASM', 'FOCI']
853865;YKL005C;1691;None;None
853866;YKL004W;1692;None;['PUNCTATE COMPOSITE', 'GOLGI']
853867;YKL003C;1693;Ribosome;['MITOCHONDRIA']
853868;YKL002W;1694;Endocytosis;['ENDOSOME']
853869;YKL001C;1695;Purine metabolism;['CYTOPLASM']
853870;YKR001C;1696;None;['PUNCTATE COMPOSITE', 'ENDOSOME']
853871;YKR002W;1697;mRNA surveillance pathway;['CYTOPLASM']
853872;YKR003W;1698;None;['CELL PERIPHERY']
853873;YKR004C;1699;None;None
853874;YKR005C;1700;None;None
853875;YKR006C;1701;None;['MITOCHONDRIA']
853876;YKR007W;1702;None;['VACUOLAR MEMBRANE']
853877;YKR008W;1703;None;['NUCLEOLUS', 'NUCLEUS']
853878;YKR009C;1704;beta-Alanine metabolism;None
427887;None;1705;None;None
853880;YKR010C;1706;None;['NUCLEOLUS', 'CYTOPLASM']
853881;YKR011C;1707;None;['NUCLEUS']
853882;YKR013W;1708;None;None
853884;YKR014C;1709;Endocytosis;['CYTOPLASM']
853885;YKR015C;1710;None;None
853886;YKR016W;1711;None;['MITOCHONDRIA']
853887;YKR017C;1712;None;None
853888;YKR018C;1713;None;['CYTOPLASM']
853889;YKR019C;1714;None;None
853890;YKR020W;1715;None;['PUNCTATE COMPOSITE']
853891;YKR021W;1716;None;None
853892;YKR022C;1717;None;['ER', 'CYTOPLASM']
853893;YKR023W;1718;None;['CYTOPLASM']
853894;YKR024C;1719;None;['NUCLEOLUS']
853895;YKR025W;1720;RNA polymerase;['NUCLEUS']
853896;YKR026C;1721;None;['CYTOPLASM']
853897;tR(ACG)K;1722;None;None
853898;YKR027W;1723;None;['GOLGI']
853899;YKR028W;1724;None;None
853900;YKR029C;1725;None;['NUCLEUS']
853901;YKR030W;1726;None;None
853902;YKR031C;1727;Glycerophospholipid metabolism;None
853904;YKR034W;1728;None;None
853906;YKR035W-A;1729;Endocytosis;None
1938;None;1730;None;None
853908;YKR036C;1731;None;['MITOCHONDRIA']
853909;YKR037C;1732;None;['SPINDLE POLE']
853910;YKR038C;1733;None;['NUCLEUS', 'CYTOPLASM']
853911;tD(GUC)K;1734;None;None
853912;YKR039W;1735;None;['ER']
853914;YKR041W;1736;None;['NUCLEUS', 'CYTOPLASM']
853916;YKR042W;1737;None;['CYTOPLASM']
853917;YKR043C;1738;None;['CYTOPLASM']
853918;YKR044W;1739;None;['CYTOPLASM', 'PUNCTATE COMPOSITE']
853919;YKR045C;1740;None;['CYTOPLASM']
853920;YKR046C;1741;None;None
853922;YKR048C;1742;None;None
853923;YKR049C;1743;None;['MITOCHONDRIA']
853924;YKR050W;1744;None;None
853925;YKR051W;1745;None;None
853926;YKR052C;1746;None;['MITOCHONDRIA']
853927;YKR053C;1747;Sphingolipid metabolism;None
853928;YKR054C;1748;Phagosome;['CYTOPLASM']
853929;YKR055W;1749;None;['CYTOPLASM']
853930;YKR056W;1750;None;None
853931;YKR057W;1751;Ribosome;['CYTOPLASM']
853932;YKR058W;1752;Starch and sucrose metabolism;None
853933;YKR059W;1753;None;['CYTOPLASM']
853934;YKR060W;1754;None;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
1967;None;1755;None;None
853935;YKR061W;1756;None;None
853936;YKR062W;1757;Basal transcription factors;['NUCLEUS']
853937;YKR063C;1758;None;['NUCLEUS']
853938;YKR064W;1759;None;None
853939;YKR065C;1760;None;['MITOCHONDRIA']
853940;YKR066C;1761;None;['MITOCHONDRIA']
853941;YKR067W;1762;Glycerolipid metabolism;['ER']
853942;YKR068C;1763;None;None
853943;YKR069W;1764;Porphyrin metabolism;None
853945;YKR071C;1765;None;['CYTOPLASM']
853946;YKR072C;1766;None;['CYTOPLASM']
853944;YKR070W;1767;None;['MITOCHONDRIA']
1978;None;1768;None;None
853948;tK(UUU)K;1769;None;None
853950;YKR075C;1770;None;['CYTOPLASM']
853949;YKR074W;1771;None;['CYTOPLASM']
853952;YKR077W;1772;None;['NUCLEUS']
853953;YKR078W;1773;None;['CYTOPLASM']
853954;YKR079C;1774;None;None
853955;YKR080W;1775;One carbon pool by folate;['CYTOPLASM']
853956;YKR081C;1776;None;['NUCLEUS']
853957;YKR082W;1777;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
853958;YKR083C;1778;None;None
853959;YKR084C;1779;mRNA surveillance pathway;['CYTOPLASM']
853951;YKR076W;1780;None;['CYTOPLASM', 'PUNCTATE COMPOSITE']
853961;YKR086W;1781;Spliceosome;['CYTOPLASM', 'BUD NECK']
853962;YKR087C;1782;None;None
853963;YKR088C;1783;None;['PUNCTATE COMPOSITE', 'ENDOSOME']
853964;YKR089C;1784;Steroid biosynthesis;['LIPID PARTICLE']
853965;YKR090W;1785;None;['CYTOPLASM']
853960;YKR085C;1786;None;['MITOCHONDRIA']
853967;YKR092C;1787;None;['NUCLEOLUS']
853968;YKR093W;1788;None;['VACUOLE', 'CELL PERIPHERY']
853969;YKR094C;1789;Ribosome;['CYTOPLASM']
853970;YKR095W;1790;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
853971;YKR096W;1791;None;['CYTOPLASM']
853972;YKR097W;1792;Glycolysis / Gluconeogenesis;None
853973;YKR098C;1793;None;None
853974;YKR099W;1794;None;['PUNCTATE COMPOSITE', 'CELL PERIPHERY', 'CYTOPLASM']
853975;YKR100C;1795;None;None
853976;YKR101W;1796;None;None
853977;YKR102W;1797;None;None
853978;YKR103W;1798;None;['NUCLEUS']
853979;YKR104W;1799;None;None
853980;YKR105C;1800;None;None
853981;YKR106W;1801;None;None
853982;YOL138C;1802;None;None
853983;YOL137W;1803;None;['PUNCTATE COMPOSITE']
853984;YOL136C;1804;Fructose and mannose metabolism;['CYTOPLASM']
853985;YOL135C;1805;None;['NUCLEUS']
853986;YOL133W;1806;Nucleotide excision repair;['CYTOPLASM']
853988;YOL132W;1807;None;None
853989;YOL131W;1808;None;None
853990;YOL130W;1809;None;None
853991;YOL129W;1810;None;['VACUOLAR MEMBRANE']
853992;YOL128C;1811;None;None
853993;YOL127W;1812;Ribosome;None
853994;YOL126C;1813;Citrate cycle (TCA cycle);['PUNCTATE COMPOSITE', 'CYTOPLASM', 'PEROXISOME']
853995;YOL125W;1814;None;['CYTOPLASM']
853996;YOL124C;1815;None;['CYTOPLASM']
853997;YOL123W;1816;mRNA surveillance pathway;['NUCLEUS']
2029;None;1817;None;None
853999;YOL165C;1818;None;None
854000;YOL164W;1819;None;None
854001;YOL163W;1820;None;None
854002;YOL162W;1821;None;None
854003;YOL161C;1822;None;None
854005;YOL159C-A;1823;None;['CYTOPLASM']
854006;YOL159C;1824;None;['CYTOPLASM']
854007;YOL158C;1825;None;None
854008;YOL157C;1826;Galactose metabolism;None
854009;YOL156W;1827;Meiosis - yeast;None
854010;YOL155C;1828;None;None
854011;YOL154W;1829;None;['CYTOPLASM']
854012;YOL153C;1830;None;None
854013;YOL152W;1831;None;None
854014;YOL151W;1832;Pyruvate metabolism;['CYTOPLASM']
854016;YOL149W;1833;RNA degradation;None
854017;YOL148C;1834;None;['NUCLEUS', 'CYTOPLASM']
854018;YOL147C;1835;Peroxisome;['PUNCTATE COMPOSITE', 'PEROXISOME']
854019;YOL146W;1836;None;None
854020;YOL145C;1837;None;['NUCLEUS']
854021;YOL144W;1838;None;['NUCLEOLUS', 'NUCLEUS']
854022;YOL143C;1839;Riboflavin metabolism;['CYTOPLASM']
854023;YOL142W;1840;RNA degradation;None
854024;YOL141W;1841;None;['NUCLEUS', 'CYTOPLASM']
854025;YOL140W;1842;Arginine biosynthesis;['MITOCHONDRIA']
854026;YOL139C;1843;None;['CYTOPLASM']
821259;AT3G01090;1844;None;None
854027;YOL122C;1845;None;None
854028;YOL121C;1846;Ribosome;['CYTOPLASM']
854029;YOL120C;1847;Ribosome;None
2060;None;1848;None;None
854032;YOL117W;1849;None;['CYTOPLASM']
854033;YOL116W;1850;None;['MICROTUBULE']
854034;YOL115W;1851;RNA degradation;['NUCLEUS']
854030;YOL119C;1852;None;None
854036;YOL113W;1853;MAPK signaling pathway - yeast;['CYTOPLASM']
854037;YOL112W;1854;None;['BUD NECK', 'CELL PERIPHERY']
854038;YOL111C;1855;Protein export;['CYTOPLASM', 'FOCI']
854039;YOL110W;1856;None;None
854040;YOL109W;1857;None;None
854035;YOL114C;1858;None;None
854042;YOL108C;1859;None;['CYTOPLASM']
854043;YOL107W;1860;None;['PUNCTATE COMPOSITE', 'GOLGI']
854045;tT(AGU)O1;1861;None;None
854046;YOL105C;1862;MAPK signaling pathway - yeast;['CELL PERIPHERY']
854047;YOL104C;1863;None;None
854048;YOL103W-A;1864;None;None
854049;YOL103W-B;1865;None;None
854050;YOL103W;1866;None;['CELL PERIPHERY']
854051;YOL102C;1867;None;None
854052;YOL101C;1868;None;None
854053;YOL100W;1869;MAPK signaling pathway - yeast;['PLASMA MEMBRANE', 'CYTOPLASM', 'EISOSOMES']
854055;YOL098C;1870;None;['CYTOPLASM']
854056;YOL097C;1871;Aminoacyl-tRNA biosynthesis;['CYTOPLASM']
854057;YOL096C;1872;Ubiquinone and other terpenoid-quinone biosynthesis;['MITOCHONDRIA']
854058;YOL095C;1873;None;None
854059;YOL094C;1874;DNA replication;None
854060;YOL093W;1875;None;['NUCLEUS']
854061;YOL092W;1876;Efferocytosis;['VACUOLAR MEMBRANE']
854062;YOL091W;1877;None;None
854063;YOL090W;1878;Mismatch repair;['NUCLEUS']
854064;YOL089C;1879;None;['NUCLEUS', 'CYTOPLASM']
854065;YOL088C;1880;None;['NUCLEUS']
854066;YOL087C;1881;None;None
2099;RP1-130E4.1;1882;None;None
854067;YOL086W-A;1883;None;None
854068;YOL086C;1884;Glycolysis / Gluconeogenesis;None
854070;YOL084W;1885;None;['CELL PERIPHERY']
854071;YOL083W;1886;None;None
854072;YOL082W;1887;None;None
854073;YOL081W;1888;None;['CYTOPLASM']
854075;YOL080C;1889;None;['NUCLEOLUS']
854076;YOL078W;1890;None;None
854077;YOL077W-A;1891;Oxidative phosphorylation;['MITOCHONDRIA']
854078;YOL077C;1892;None;['NUCLEOLUS', 'NUCLEUS']
854079;YOL076W;1893;None;['CYTOPLASM']
854080;YOL075C;1894;None;None
854081;YOL073C;1895;None;None
854082;YOL072W;1896;None;['NUCLEAR PERIPHERY']
854083;YOL071W;1897;None;['MITOCHONDRIA']
854084;YOL070C;1898;None;['BUD NECK', 'CYTOPLASM']
854085;YOL069W;1899;None;['NUCLEUS']
854086;YOL068C;1900;Nicotinate and nicotinamide metabolism;['NUCLEUS']
854087;YOL067C;1901;None;['CYTOPLASM']
854088;YOL066C;1902;Riboflavin metabolism;['CYTOPLASM']
854089;YOL065C;1903;None;None
854090;YOL064C;1904;Sulfur metabolism;None
854091;YOL063C;1905;None;None
854092;YOL062C;1906;Endocytosis;['BUD NECK']
854093;YOL061W;1907;Pentose phosphate pathway;['CYTOPLASM']
854094;YOL060C;1908;None;['VACUOLAR MEMBRANE']
854095;YOL059W;1909;Glycerophospholipid metabolism;['CYTOPLASM']
854096;YOL058W;1910;Arginine biosynthesis;['CYTOPLASM']
854097;YOL057W;1911;None;['CYTOPLASM']
854098;YOL056W;1912;Glycolysis / Gluconeogenesis;['CYTOPLASM']
854099;YOL055C;1913;Thiamine metabolism;['CYTOPLASM']
821324;AT3G18000;1914;None;None
854101;tN(GUU)O1;1915;None;None
854102;YOL054W;1916;None;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
854103;YOL053W;1917;None;None
854104;YOL052C-A;1918;None;['CYTOPLASM', 'ER', 'PUNCTATE COMPOSITE']
854105;YOL052C;1919;Cysteine and methionine metabolism;['CYTOPLASM']
854106;YOL051W;1920;None;['NUCLEUS']
854108;YOL049W;1921;Cysteine and methionine metabolism;['CYTOPLASM']
854109;YOL048C;1922;None;None
854110;YOL047C;1923;None;None
854111;YOL045W;1924;None;None
854113;YOL044W;1925;None;['PUNCTATE COMPOSITE']
854114;YOL043C;1926;Base excision repair;None
854115;YOL042W;1927;None;['MITOCHONDRIA']
854116;YOL041C;1928;None;['NUCLEUS', 'CYTOPLASM']
854117;YOL040C;1929;Ribosome;None
854118;YOL039W;1930;Ribosome;['CYTOPLASM']
854119;YOL038W;1931;Proteasome;['NUCLEUS', 'CYTOPLASM', 'PROTEASOME']
854120;YOL036W;1932;None;None
854123;YOL034W;1933;None;None
854124;YOL033W;1934;Porphyrin metabolism;['MITOCHONDRIA']
854125;YOL032W;1935;None;['NUCLEUS', 'CYTOPLASM']
854126;YOL031C;1936;Protein processing in endoplasmic reticulum;['CYTOPLASM']
854127;YOL030W;1937;None;['ER']
854128;YOL029C;1938;None;None
854129;YOL028C;1939;None;['NUCLEUS']
854130;YOL027C;1940;Mitophagy - yeast;['MITOCHONDRIA']
854131;YOL026C;1941;None;None
854133;YOL025W;1942;None;None
854134;YOL024W;1943;None;None
854135;YOL023W;1944;None;['MITOCHONDRIA']
854136;YOL022C;1945;None;['CYTOPLASM']
854138;YOL021C;1946;RNA degradation;['CYTOPLASM', 'NUCLEUS', 'MITOCHONDRIA']
854139;YOL020W;1947;None;['CELL PERIPHERY', 'VACUOLE']
854140;tY(GUA)O;1948;None;None
854141;YOL019W;1949;None;['CELL PERIPHERY', 'VACUOLE']
854142;YOL018C;1950;SNARE interactions in vesicular transport;None
854143;YOL017W;1951;None;['CYTOPLASM']
854144;YOL016C;1952;None;['CYTOPLASM']
854145;YOL015W;1953;None;None
854146;YOL014W;1954;None;None
854149;YOL013C;1955;Ubiquitin mediated proteolysis;['ER']
854150;YOL012C;1956;ATP-dependent chromatin remodeling;['NUCLEUS']
854151;YOL011W;1957;Glycerophospholipid metabolism;['PUNCTATE COMPOSITE']
854152;YOL010W;1958;Ribosome biogenesis in eukaryotes;['NUCLEUS']
854153;YOL009C;1959;Mitophagy - yeast;None
854154;YOL008W;1960;None;None
854155;YOL007C;1961;None;None
854156;YOL006C;1962;None;['NUCLEOLUS']
854157;YOL005C;1963;RNA polymerase;['NUCLEUS']
854158;YOL004W;1964;Mitophagy - yeast;None
854159;YOL003C;1965;None;None
854160;YOL002C;1966;None;None
854161;YOL001W;1967;Cell cycle - yeast;['CYTOPLASM']
854162;YOR001W;1968;RNA degradation;['NUCLEUS', 'CYTOPLASM']
854163;YOR002W;1969;N-Glycan biosynthesis;['ER']
854164;YOR003W;1970;Autophagy - yeast;None
854165;YOR004W;1971;None;['MITOCHONDRIA']
854166;YOR005C;1972;Non-homologous end-joining;None
854167;YOR006C;1973;None;None
854168;YOR007C;1974;Protein export;['CYTOPLASM']
854169;tR(ACG)O;1975;None;None
854170;YOR008C;1976;MAPK signaling pathway - yeast;['BUD NECK', 'BUD TIP', 'CYTOPLASM']
854171;YOR008C-A;1977;None;None
854173;YOR009W;1978;None;None
854174;YOR010C;1979;None;None
854175;YOR011W;1980;ABC transporters;None
34974;None;1981;None;None
854177;YOR012W;1982;None;None
854176;tT(AGU)O2;1983;None;None
854179;YOR014W;1984;mRNA surveillance pathway;['CYTOPLASM']
854181;YOR016C;1985;None;['ER']
854182;YOR017W;1986;None;['MITOCHONDRIA']
854183;YOR018W;1987;None;['CYTOPLASM']
854184;YOR019W;1988;None;None
854185;YOR020C;1989;None;None
854186;YOR021C;1990;None;None
854187;YOR022C;1991;None;['MITOCHONDRIA', 'CYTOPLASM']
854188;YOR023C;1992;None;['CYTOPLASM']
854190;YOR025W;1993;Nicotinate and nicotinamide metabolism;None
854191;YOR026W;1994;Cell cycle - yeast;['CYTOPLASM']
854192;YOR027W;1995;None;['CYTOPLASM']
854193;YOR028C;1996;None;['NUCLEUS']
854195;YOR030W;1997;None;None
854196;YOR031W;1998;None;None
854197;YOR032C;1999;None;None
854198;YOR033C;2000;Mismatch repair;['CYTOPLASM']
854199;YOR034C;2001;None;None
854200;YOR035C;2002;None;['CYTOPLASM']
854201;YOR036W;2003;None;None
854202;YOR037W;2004;None;['MITOCHONDRIA']
854203;YOR038C;2005;None;None
854204;YOR039W;2006;Ribosome biogenesis in eukaryotes;['NUCLEUS', 'CYTOPLASM']
854205;YOR040W;2007;Pyruvate metabolism;['MITOCHONDRIA']
854206;YOR042W;2008;None;['PUNCTATE COMPOSITE']
854208;YOR043W;2009;None;['CELL PERIPHERY', 'CYTOPLASM']
854209;YOR044W;2010;None;['ER']
854210;YOR045W;2011;None;['MITOCHONDRIA']
854211;YOR046C;2012;Nucleocytoplasmic transport;None
854212;YOR047C;2013;None;None
854213;YOR048C;2014;Ribosome biogenesis in eukaryotes;['NUCLEUS', 'CYTOPLASM']
854214;YOR049C;2015;None;None
2247;None;2016;None;None
854216;YOR051C;2017;None;None
854217;YOR052C;2018;None;['NUCLEUS']
854220;YOR054C;2019;None;None
854221;YOR056C;2020;Ribosome biogenesis in eukaryotes;['NUCLEUS']
854222;YOR057W;2021;None;['CYTOPLASM']
821455;AT3G19210;2022;None;None
854223;YOR058C;2023;None;['SPINDLE POLE', 'CYTOPLASM']
854225;YOR059C;2024;None;None
854226;YOR060C;2025;None;['SPINDLE POLE']
854227;YOR061W;2026;Ribosome biogenesis in eukaryotes;['NUCLEUS', 'CYTOPLASM']
854228;YOR062C;2027;None;['CYTOPLASM']
854229;YOR063W;2028;Ribosome;['CYTOPLASM']
854230;YOR064C;2029;None;['NUCLEUS']
854231;YOR065W;2030;Oxidative phosphorylation;['MITOCHONDRIA']
854232;YOR066W;2031;None;None
854233;YOR067C;2032;N-Glycan biosynthesis;None
854234;YOR068C;2033;None;None
854235;YOR069W;2034;Endocytosis;None
854236;YOR070C;2035;None;['CYTOPLASM']
854237;YOR071C;2036;None;None
854240;YOR073W;2037;Meiosis - yeast;['SPINDLE POLE']
854241;YOR074C;2038;Pyrimidine metabolism;['MITOCHONDRIA']
854242;YOR075W;2039;SNARE interactions in vesicular transport;None
854243;YOR076C;2040;mRNA surveillance pathway;['CYTOPLASM']
854244;YOR077W;2041;None;['NUCLEUS']
854245;YOR078W;2042;None;['NUCLEUS']
854246;YOR079C;2043;None;None
854247;YOR080W;2044;None;None
854248;YOR081C;2045;Steroid biosynthesis;['LIPID PARTICLE', 'CYTOPLASM']
854249;YOR083W;2046;Cell cycle - yeast;['NUCLEUS', 'CYTOPLASM']
854251;YOR084W;2047;None;['CYTOPLASM']
854252;YOR085W;2048;N-Glycan biosynthesis;None
854253;YOR086C;2049;None;['CELL PERIPHERY', 'CYTOPLASM']
854255;YOR087W;2050;None;['ER']
854256;YOR089C;2051;Endocytosis;['CYTOPLASM']
854257;YOR090C;2052;None;None
854258;YOR091W;2053;None;['CYTOPLASM']
854259;YOR092W;2054;None;['ER']
854260;YOR093C;2055;None;None
854261;YOR094W;2056;Endocytosis;['CELL PERIPHERY']
854262;YOR095C;2057;Pentose phosphate pathway;['CYTOPLASM']
854263;YOR096W;2058;Ribosome;None
854264;YOR097C;2059;None;None
854265;YOR098C;2060;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
854266;YOR099W;2061;Other types of O-glycan biosynthesis;None
854267;YOR100C;2062;None;None
854268;YOR101W;2063;Meiosis - yeast;['CYTOPLASM']
231672;None;2064;None;None
854270;YOR103C;2065;N-Glycan biosynthesis;None
854271;YOR104W;2066;None;['CELL PERIPHERY']
854273;YOR106W;2067;SNARE interactions in vesicular transport;None
854274;YOR107W;2068;None;['NUCLEUS']
854275;YOR108W;2069;Valine, leucine and isoleucine biosynthesis;['MITOCHONDRIA']
854276;YOR109W;2070;Inositol phosphate metabolism;['PUNCTATE COMPOSITE']
854277;YOR110W;2071;None;['NUCLEUS']
854278;YOR111W;2072;Pyrimidine metabolism;None
854279;YOR112W;2073;None;['PUNCTATE COMPOSITE', 'CYTOPLASM']
854280;YOR113W;2074;None;['NUCLEUS']
854281;YOR114W;2075;None;None
854282;YOR115C;2076;None;['PUNCTATE COMPOSITE']
854283;YOR116C;2077;RNA polymerase;['NUCLEUS']
854284;YOR117W;2078;Proteasome;['NUCLEUS']
854285;YOR118W;2079;None;['CYTOPLASM']
854286;YOR119C;2080;Ribosome biogenesis in eukaryotes;None
854287;YOR120W;2081;Glycerolipid metabolism;None
854289;YOR122C;2082;None;['CYTOPLASM']
854290;YOR123C;2083;None;['NUCLEUS']
854291;YOR124C;2084;None;['CYTOPLASM']
854292;YOR125C;2085;Ubiquinone and other terpenoid-quinone biosynthesis;None
854293;YOR126C;2086;None;None
854294;YOR127W;2087;MAPK signaling pathway - yeast;['CYTOPLASM']
854295;YOR128C;2088;Purine metabolism;['CYTOPLASM']
854296;YOR129C;2089;None;['CYTOPLASM']
854297;YOR130C;2090;None;None
854298;tD(GUC)O;2091;None;None
854299;YOR131C;2092;None;['CYTOPLASM']
